DATE,DISTRICT_NS,STATE,DISTRICT,CIRCUIT,CIRCUIT_NUM,CHAP_12_j,CHAP_12_j_q,CHAP_12_q,CHAP_12_impute,impute,YEAR,FISCAL_YEAR
1991-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,16.75,NA,16.75,16,1991,1991
1991-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,16.75,NA,16.75,23,1991,1991
1991-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,67,16.75,NA,16.75,14,1991,1991
1991-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,22.5,NA,22.5,16,1991,1992
1992-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,22.5,NA,22.5,25,1992,1992
1992-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,22.5,NA,22.5,28,1992,1992
1992-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,90,22.5,NA,22.5,21,1992,1992
1992-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,17.5,NA,17.5,23,1992,1993
1993-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,17.5,NA,17.5,17,1993,1993
1993-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,17.5,NA,17.5,18,1993,1993
1993-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,70,17.5,NA,17.5,12,1993,1993
1993-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,12,NA,12,12,1993,1994
1994-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,12,NA,12,11,1994,1994
1994-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,12,NA,12,12,1994,1994
1994-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,48,12,NA,12,13,1994,1994
1994-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,13.25,NA,13.25,10,1994,1995
1995-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,13.25,NA,13.25,14,1995,1995
1995-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,13.25,NA,13.25,19,1995,1995
1995-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,53,13.25,NA,13.25,10,1995,1995
1995-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,17.5,8,8,8,1995,1996
1996-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,17.5,22,22,22,1996,1996
1996-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,17.5,28,28,28,1996,1996
1996-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,70,17.5,12,12,12,1996,1996
1996-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,13.75,10,10,10,1996,1997
1997-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,13.75,9,9,9,1997,1997
1997-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,13.75,27,27,27,1997,1997
1997-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,55,13.75,9,9,9,1997,1997
1997-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,13.25,8,8,8,1997,1998
1998-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,13.25,18,18,18,1998,1998
1998-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,13.25,15,15,15,1998,1998
1998-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,53,13.25,12,12,12,1998,1998
1998-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,18.25,4,4,4,1998,1999
1999-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,18.25,31,31,31,1999,1999
1999-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,18.25,21,21,21,1999,1999
1999-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,73,18.25,17,17,17,1999,1999
1999-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,11,14,14,14,1999,2e3
2000-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,11,9,9,9,2e3,2e3
2000-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,11,21,21,21,2e3,2e3
2000-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,44,11,0,0,0,2e3,2e3
2000-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,6.75,0,0,0,2e3,2001
2001-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,6.75,0,0,0,2001,2001
2001-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,6.75,12,12,12,2001,2001
2001-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,27,6.75,15,15,15,2001,2001
2001-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,4.75,0,0,0,2001,2002
2002-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,4.75,0,0,0,2002,2002
2002-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,4.75,12,12,12,2002,2002
2002-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,19,4.75,7,7,7,2002,2002
2002-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,13.5,6,6,6,2002,2003
2003-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,13.5,10,10,10,2003,2003
2003-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,13.5,26,26,26,2003,2003
2003-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,54,13.5,12,12,12,2003,2003
2003-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,1.75,7,7,7,2003,2004
2004-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,1.75,0,0,0,2004,2004
2004-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,1.75,0,0,0,2004,2004
2004-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,7,1.75,0,0,0,2004,2004
2004-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,7.5,2,2,2,2004,2005
2005-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,7.5,15,15,15,2005,2005
2005-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,7.5,11,11,11,2005,2005
2005-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,30,7.5,2,2,2,2005,2005
2005-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,6.5,4,4,4,2005,2006
2006-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,6.5,9,9,9,2006,2006
2006-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,6.5,8,8,8,2006,2006
2006-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,26,6.5,4,4,4,2006,2006
2006-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,3,3,3,3,2006,2007
2007-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,3,3,3,3,2007,2007
2007-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,3,6,6,6,2007,2007
2007-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,12,3,0,0,0,2007,2007
2007-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2.75,2,2,2,2007,2008
2008-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2.75,2,2,2,2008,2008
2008-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2.75,1,1,1,2008,2008
2008-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,11,2.75,6,6,6,2008,2008
2008-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,6.25,8,8,8,2008,2009
2009-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,6.25,5,5,5,2009,2009
2009-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,6.25,4,4,4,2009,2009
2009-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,25,6.25,8,8,8,2009,2009
2009-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,7.25,5,5,5,2009,2010
2010-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,7.25,10,10,10,2010,2010
2010-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,7.25,9,9,9,2010,2010
2010-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,29,7.25,5,5,5,2010,2010
2010-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,3.75,5,5,5,2010,2011
2011-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,3.75,4,4,4,2011,2011
2011-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,3.75,4,4,4,2011,2011
2011-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,15,3.75,2,2,2,2011,2011
2011-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,1.5,2,2,2,2011,2012
2012-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,1.5,3,3,3,2012,2012
2012-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,1.5,0,0,0,2012,2012
2012-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,6,1.5,1,1,1,2012,2012
2012-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2.5,1,1,1,2012,2013
2013-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2.5,2,2,2,2013,2013
2013-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2.5,5,5,5,2013,2013
2013-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,10,2.5,2,2,2,2013,2013
2013-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2,1,1,1,2013,2014
2014-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2,1,1,1,2014,2014
2014-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2,6,6,6,2014,2014
2014-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,8,2,0,0,0,2014,2014
2014-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,1.5,2,2,2,2014,2015
2015-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,1.5,0,0,0,2015,2015
2015-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,1.5,2,2,2,2015,2015
2015-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,6,1.5,2,2,2,2015,2015
2015-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,3.5,4,4,4,2015,2016
2016-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,3.5,1,1,1,2016,2016
2016-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,3.5,7,7,7,2016,2016
2016-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,14,3.5,2,2,2,2016,2016
2016-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2,2,2,2,2016,2017
2017-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2,3,3,3,2017,2017
2017-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2,9,9,9,2017,2017
2017-09-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2,0,0,0,2017,2017
2017-12-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2,8,8,8,2017,2018
2018-03-31,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2,10,10,10,2018,2018
2018-06-30,NE,NEBRASKA,NEBRASKA,EIGHTH CIRCUIT,8TH,NA,2,6,6,6,2018,2018
1986-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,2,NA,2,NA,1986,1987
1987-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,2,NA,2,7,1987,1987
1987-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,2,NA,2,0,1987,1987
1987-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,8,2,NA,2,1,1987,1987
1987-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,1.75,NA,1.75,0,1987,1988
1988-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,1.75,NA,1.75,0,1988,1988
1988-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,1.75,NA,1.75,3,1988,1988
1988-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,7,1.75,NA,1.75,4,1988,1988
1988-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,NA,0,0,1988,1989
1989-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,NA,0,0,1989,1989
1989-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,NA,0,0,1989,1989
1989-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,0,0,NA,0,0,1989,1989
1989-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.75,NA,0.75,0,1989,1990
1990-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.75,NA,0.75,0,1990,1990
1990-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.75,NA,0.75,3,1990,1990
1990-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,3,0.75,NA,0.75,0,1990,1990
1990-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,NA,0.25,0,1990,1991
1991-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,NA,0.25,1,1991,1991
1991-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,NA,0.25,0,1991,1991
1991-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,1,0.25,NA,0.25,0,1991,1991
1991-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,NA,0.25,0,1991,1992
1992-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,NA,0.25,1,1992,1992
1992-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,NA,0.25,0,1992,1992
1992-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,1,0.25,NA,0.25,0,1992,1992
1992-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,NA,0.5,0,1992,1993
1993-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,NA,0.5,1,1993,1993
1993-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,NA,0.5,0,1993,1993
1993-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,2,0.5,NA,0.5,1,1993,1993
1993-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,NA,0.5,0,1993,1994
1994-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,NA,0.5,1,1994,1994
1994-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,NA,0.5,0,1994,1994
1994-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,2,0.5,NA,0.5,1,1994,1994
1994-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,NA,0.25,0,1994,1995
1995-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,NA,0.25,1,1995,1995
1995-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,NA,0.25,0,1995,1995
1995-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,1,0.25,NA,0.25,0,1995,1995
1995-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,1.25,3,3,3,1995,1996
1996-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,1.25,1,1,1,1996,1996
1996-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,1.25,0,0,0,1996,1996
1996-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,5,1.25,1,1,1,1996,1996
1996-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,2,2,2,1996,1997
1997-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,0,0,0,1997,1997
1997-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,0,0,0,1997,1997
1997-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,2,0.5,0,0,0,1997,1997
1997-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,0,0,0,1997,1998
1998-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,0,0,0,1998,1998
1998-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,0,0,0,1998,1998
1998-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,1,0.25,1,1,1,1998,1998
1998-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,1.25,0,0,0,1998,1999
1999-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,1.25,1,1,1,1999,1999
1999-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,1.25,2,2,2,1999,1999
1999-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,5,1.25,2,2,2,1999,1999
1999-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,0,0,0,1999,2e3
2000-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,1,1,1,2e3,2e3
2000-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,0,0,0,2e3,2e3
2000-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,2,0.5,1,1,1,2e3,2e3
2000-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,0,0,0,2e3,2001
2001-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,0,0,0,2001,2001
2001-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,1,1,1,2001,2001
2001-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,1,0.25,0,0,0,2001,2001
2001-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2001,2002
2002-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2002,2002
2002-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2002,2002
2002-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,0,0,0,0,0,2002,2002
2002-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2002,2003
2003-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2003,2003
2003-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2003,2003
2003-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,0,0,0,0,0,2003,2003
2003-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2003,2004
2004-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2004,2004
2004-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2004,2004
2004-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,0,0,0,0,0,2004,2004
2004-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2004,2005
2005-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2005,2005
2005-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2005,2005
2005-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,0,0,0,0,0,2005,2005
2005-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2005,2006
2006-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2006,2006
2006-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2006,2006
2006-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,0,0,0,0,0,2006,2006
2006-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2006,2007
2007-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2007,2007
2007-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2007,2007
2007-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,0,0,0,0,0,2007,2007
2007-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,0,0,0,2007,2008
2008-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,0,0,0,2008,2008
2008-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,0,0,0,2008,2008
2008-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,1,0.25,1,1,1,2008,2008
2008-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2008,2009
2009-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2009,2009
2009-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2009,2009
2009-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,0,0,0,0,0,2009,2009
2009-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,0,0,0,2009,2010
2010-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,0,0,0,2010,2010
2010-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,1,1,1,2010,2010
2010-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,1,0.25,0,0,0,2010,2010
2010-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,1.25,1,1,1,2010,2011
2011-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,1.25,1,1,1,2011,2011
2011-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,1.25,0,0,0,2011,2011
2011-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,5,1.25,3,3,3,2011,2011
2011-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,0,0,0,2011,2012
2012-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,0,0,0,2012,2012
2012-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.25,1,1,1,2012,2012
2012-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,1,0.25,0,0,0,2012,2012
2012-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,0,0,0,2012,2013
2013-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,1,1,1,2013,2013
2013-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,1,1,1,2013,2013
2013-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,2,0.5,0,0,0,2013,2013
2013-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,0,0,0,2013,2014
2014-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,0,0,0,2014,2014
2014-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0.5,1,1,1,2014,2014
2014-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,2,0.5,1,1,1,2014,2014
2014-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2014,2015
2015-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2015,2015
2015-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2015,2015
2015-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,0,0,0,0,0,2015,2015
2015-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2015,2016
2016-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2016,2016
2016-06-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2016,2016
2016-09-30,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,0,0,0,0,0,2016,2016
2016-12-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2016,2017
2017-03-31,NV,NEVADA,NEVADA,NINTH CIRCUIT,9TH,NA,0,0,0,0,2017,2017
